ID,Name,Activity,Country,Gender,BirthDate,Issue_Lev1,Issue_Lev2,Call_Category1,Call_Category2,Resolution,Verbatims
76514,Hans Fierus,Gold high activity,DE,M,20JAN1998,Bill,Balance Due: No Other Info Requested,Cost of Service,Payments/Billing,Resolved: Shared account balance,I have bought another phone and got a additional line I was told the bill would b between 150 and 160 after taxes
76516,Annick Calmels,Gold low activity,FR,F,03JUN1998,Payments,IVR / STAR Services,Friendly & Courteous,Helpfulness,Confirm Payment,Joseph was very pleasant   I called to set up an extension and he was able to help in a mTCOMer of minutes
76518,Aurelio Brumat,Gold high activity,IT,M,,Account,Activation New,Miscellaneous,,Transfer to IVR (T&C),Very pleased
76604,Sheila Bricout,Gold high activity,BE,,15JAN1976,Services Troubleshooting,Verify Account Status,Friendly & Courteous,Knowledge & Expertis,Educate Customer - Account Status,Always a pleasant and professional experience  Thank you
76614,I.P.A. Van Den Berg,Gold low activity,NL,F,28SEP1986,Equipment,myGTE Registration or Login Issues,Friendly & Courteous,,Resolved: Shared eligibility requirements,I ment to say she was great a rent not a one
76644,Dorion Dickhoff,Gold low activity,US,M,28NOV1976,Equipment,Applications & Gaming,Miscellaneous,,Transfer to Apple Care Support,Fine
76692,Laurence Cohen,Gold high activity,FR,F,06DEC1946,Bill,Messaging Charges,Payments/Billing,,Resolved: Shared charges and overages,Lower my bill
76696,Brenda Jerrell,Gold high activity,US,F,06DEC1956,Equipment,Misapplied Payment,Friendly & Courteous,,Resolved: Shared research information,The rep  ssistance to resolve my inquiry was  refreshing
76791,Shermika Nesbitt,Gold high activity,US,F,20JUN1981,Payments,Payment Arrangements,Network/Coverage,,Resolved: Made 1 part payment arrangement,Ive been with TCOM 14 yrs that should say it all
76824,Morton Nehmer,Gold high activity,US,M,03JAN1991,Bill and Payments,Process a Payment,Cost of Service,,Educate - Payment options,The phone line I suspended I am still getting charged 35 dollars for unlimited text and I don t think I should be charged that
76872,Alfrediano Ravarelli,Gold high activity,IT,M,02JAN1976,Cancellation,Prorated charges,Cost of Service,,Resolved: Issued adjustment/ no plan change,It was a dispute abt a fee charged which I thought was not fair   Eventually complied but only after long time of begging n moaning
76903,Trophimus Galeana,Gold high activity,US,M,07NOV1966,Services Troubleshooting,Verify Account Status,Helpfulness,,Educate Customer - Account Status,Ok
77036,Helen Lindbergh,Gold low activity,US,,27JAN1991,Equipment,Road Side Assistance,Friendly & Courteous,,Resolved: Added feature,1
77212,Hans-Dieter Recht,Gold high activity,LU,M,16NOV1966,Payments,Make a Payment,Network/Coverage,,Processed Payment,Quick
77223,Tambray Bigelow,Gold high activity,US,F,09JAN1981,Equipment,Equipment Upgrade Orders,Friendly & Courteous,Helpfulness,Submitted upgrade equipment order with eligibilit,Luis was amazing  He solved my problem in a very timely and polite way  He proved to be very knowledgeable  Best call experience I have had in a long time
77224,Mavola Ferrell,Gold low activity,US,F,08FEB1961,Services Troubleshooting,Verify Account Status,Friendly & Courteous,Helpfulness,Educate Customer - Account Status,"Me atendio Abimael en la tienda d Rexville ,  Bayamon y fue extremadament amable y bien eficient para resolverm    :"
77245,Mafalda Valentine,Gold low activity,US,F,25MAR1946,Equipment,Equipment Shopping,Helpfulness,,Referred to,I needed help in finding the right phone for my needs  I m still not sure what phone I should buy
77271,C.G.J. Broekmeijer,Gold high activity,NL,M,05MAY1961,Pay As You Go (PAYG),4G device,Helpfulness,Knowledge & Expertis,Educated - 4G Data not available,It did help good and it is fixed
77296,Serdar Gencer,Gold high activity,TR,,04JUL1991,Plans and Features,Mobile Share Unlimited Talk and Text,Helpfulness,,Resolved: Shared plan information,All good
77350,Sanelisiwe Collier,Gold low activity,ZA,F,07JUL2000,Equipment,Smart Limits,Helpfulness,,Added feature(s) and advised of effective date,She was helpful and provided assistance to address my individual needs
77355,Adam Prpiè,Gold low activity,SI,,23DEC1946,Technical or Troubleshooting,Cannot Send or Receive Data,Helpfulness,,Cancelled Registration,10
77361,Hiro Acton,Gold high activity,GB,M,17APR2000,Plans and Features,Mobile Share Data,Friendly & Courteous,Helpfulness,Resolved: Upgraded plan,Logan made a real effort to help and she was very kind
77396,Claire Windred,Gold high activity,GB,F,06JUL2000,Bill,Equipment upgrade fee,Miscellaneous,,Resolved: Shared fee or charges/ issued adjustmen,Thanks
77471,George Williams,Gold high activity,US,M,16MAY1961,Services Troubleshooting,Dropped call (TG),Friendly & Courteous,Helpfulness,Resolved: Resent OTA,The rep was helpful  and I ve never had issues with MTT  but my wife and I are frustrated that since we bought our new phones  some of our calls aren t appearing or going through
77483,Peter Van Der Pluym,Gold high activity,NL,,18MAY1986,Services Troubleshooting,Dropped Calls,Helpfulness,,Transferred to Customer Care,10
77500,Janice Ledlow,Gold low activity,US,F,18APR1976,Payments,Make a Payment,Friendly & Courteous,Helpfulness,Processed Payment & Advised of PAF,I called 2 weeks ago for an hour and a half with all different rude reps that refused to help me   I have complained multiple times about the reps
77530,Katja Guthke,Gold high activity,DE,,21MAR1966,Bill and Payments,Transfer of Billing Responsibility,Helpfulness,,Educated - ToBR process,5 not resolved.
77574,Wolfgang Rauter,Gold low activity,AT,M,,Bill,Bill Format Explanation,Friendly & Courteous,,Resolved: Shared bill layout,Yo estoy muy satisfecha con el servicio que me proporciona MTT .  Siempre tienen una solution a mis preguntas .  Por esarazon tengo tanto tiempo con Su compania
77594,Tracy Mogle,Gold high activity,US,,04SEP1946,DigiTV Campaign,Bill Reprint,Cost of Service,,"Transfer to DigiTV Sales, Service & Billing",And rep never stated if a fee would be charged for canceling service
77597,Rita Holmon,Gold high activity,US,F,04DEC1976,Bill and Payments,Payment Arrangements,Friendly & Courteous,,Educated - Payment arrangement due date,They thing was great and very friendly
77650,Amer Culbreth,Gold low activity,US,M,25AUG2000,Services Troubleshooting,Mobile Share Data,Miscoded Responses,,Resolved: Shared plan information,I was just kidding
77693,Conni Vanscoyoc,Gold low activity,US,F,28JUL1996,Bill,Balance Due: No Other Info Requested,Miscellaneous,,Resolved: Shared account balance,Every thing is ok now
77728,Susan Cavall,Gold high activity,US,F,23AUG1961,Equipment,Equipment Synchronization,Process & Efficiency,,Resolved: Shared how to use,Great experience
77786,Gary Fulton,Gold high activity,US,M,08JUN1981,Technical or Troubleshooting,Cannot Send or Receive Data,Helpfulness,Tech Support,Cancelled Registration,I was out of town and very stressed when my e mail stopped working and Katie helped me by resolving the issue  Katie knew exactly what to do
77849,Dominique Schreiber,Gold high activity,FR,,04OCT1976,Plan and Features,Insurance,Helpfulness,Product Range & Avai,Escalation to Management,Appreciated the help from CS  Would have appreciated it more if there was a way to add tethering without losing my unlimited data plan
78072,Ignacio Simón,Gold high activity,ES,M,22MAR1986,Equipment,Nation Individual,Miscellaneous,,Resolved: Shared plan information,No thank you
78079,Pierluigi Risoldi,Gold low activity,IT,M,11NOV1971,Equipment,Payment Arrangements,Miscellaneous,,Resolved: Made 1 part payment arrangement,Thank you very satisfied
78103,Dera Scarzfava,Gold high activity,US,F,26JAN1986,Plans and Features,Nation FamilyTalk,Helpfulness,,Resolved: Downgraded plan,She was very helpful and understood my issue rights away   A  experience
78114,Cleatus Turmon,Gold high activity,US,M,04JUN1976,Policy Transfer,Incorrect CTI Transfer,Repairs/Returns,Cost of Service,CTI transfer: Closed incorrect account,Can you ll atleast fix my  Screen for free
78146,Patrick Van Hook,Gold high activity,US,M,12JUN1966,Equipment,Late Payment Fee,Friendly & Courteous,,Educated - Late payment fee,She was awesome and did a great job  I am so pleased and happy with the service I received
78196,Cristina Ribeiro,Gold high activity,ES,F,27JAN1946,Equipment,Accessory Related Issue,Friendly & Courteous,,Resolved: Completed warranty replacement by mail,Ok
78224,Ronda Moylan,Gold high activity,US,F,06SEP1966,Payments,Payment Arrangements,Miscellaneous,,Resolved: Made 2 part payment arrangement,Quick accurate no complaints
78251,Sandrine Thilloy,Gold low activity,FR,F,,Account Level,Registration or Login Issues,Friendly & Courteous,Helpfulness,Reset  password,Valarie was patient and very knowledgeable in helping me navigate thru my problem  Thank you Valarie
78259,Teresa Minard,Gold high activity,GB,F,07MAY1956,Payments,Payment Arrangements,Friendly & Courteous,,Set up Payment Arrangement,no todo bien
78267,Thorfinn Ragland,Gold high activity,US,M,19NOV1961,Payments,Payment Arrangements,Friendly & Courteous,Cost of Service,Can Not Agree to Payment Arrangement,I called 10 minutes previous to make a payment arrangement and have never not payed my bill or had my service interrupted  I made a mistake on the date and called back to rectify that and Rep and supervisor refused to do so after I
78284,Marylynne Cancilla,Gold low activity,US,F,04SEP1996,Payments,Payment Arrangements,Friendly & Courteous,Process & Efficiency,Set up Payment Arrangement,Everything was great great service very undrstaning
78292,Sabine Abelshauser,Gold low activity,DE,,11DEC1996,Account,General Information,Miscellaneous,,Resolved: Shared details and information,All set  thanks
78299,Belve Derobertis,Gold low activity,US,M,18NOV1998,Bill,Balance Due: No Other Info Requested,Helpfulness,Payments/Billing,Resolved: Shared account balance,There was some confusion regarding my online statement. The same statement said I had a zero balance AND that I owed 49.55 by 2/11. Natasha was helpful in resolving the issue.
78308,Craig Al-Mahdi,Gold high activity,US,,09AUG1981,Call Disconnected,Call Disconnected,Friendly & Courteous,,Call Disconnected Unintentionally,10
78380,Kendall Tannett,Gold high activity,GB,M,22SEP1996,Services Troubleshooting,Cannot Send or Receive SMS (TG),Process & Efficiency,Friendly & Courteous,Resolved: Other troubleshooting,The customer service Rep was really friendly and was able to help me fix my phone  I was pleased with the customer service
78392,Fayth Dunfee,Gold low activity,US,,24DEC1961,Equipment,Payment Arrangements,Process & Efficiency,,Exception request - Team manager override,16 yrs custom you have great service
78406,Jane Lambertstock,Gold high activity,GB,F,05JAN1981,Payments,Payment Arrangements,Cost of Service,Payments/Billing,Set up Payment Arrangement and Scheduled Payment,My bill is waaay to HIGH for the service you provide
78417,Metoka Kreiler,Gold low activity,US,F,05JUL1976,Bill and Payments,Bill Review,Friendly & Courteous,,Educated - Explanation of bill charges,Reps like lisa are the reason i remain an MTT customer  She was amazing
78432,Vouborous Celis,Gold high activity,US,F,28MAY1956,Cancellation,Saved,Network/Coverage,,Saved - Advised of ETF(s),My sons are not enjoying good coverage at school in Gainesville  FL  want me to get them another wireless carrier
78443,Dimitrie Shenoy,Gold high activity,AU,M,11MAY1991,Services Troubleshooting,Make a Payment,Helpfulness,,Resolved: Processed payment/ waived fee,None
78615,Ilona Selka,Gold high activity,DE,F,18AUG1976,Plans and Features,GTE Smart Limits for Wireless,Miscellaneous,,Transfer to Combined Bill- Mobility Wireless Supp,I love MTT
78657,Pantelis Dixon,Gold high activity,US,M,05JAN1991,Pay As You Go (PAYG),Multimedia Messaging (MMS) troubleshooti,Network/Coverage,,Corrected phone settings,Ok Iam  very pleased
78662,Jessye Lukasik,Gold low activity,US,F,,Call Disconnected,Call Disconnected,Friendly & Courteous,Answer Time/Wait tim,Call Disconnected Unintentionally,Well get read of th people that can not speack english that it un call for and when u thay say press 1 for english u shood not have to that
78728,Sue Paigen,Gold low activity,US,F,05SEP2000,Services Troubleshooting,Display,Knowledge & Expertise,,Transfer to Apple Care Support,Nothing else to explain  It was a good call
78757,Riad Cables,Gold high activity,US,M,,Account,Info Net,Friendly & Courteous,,Educate - Info Net Setup,What more to say  Everthing was great  nice and smooth no complaints
78785,Nelson Brunel,Gold low activity,FR,O,10DEC1991,Account,Contract Information,Cost of Service,,Resolved: Shared contract details,Att charges way too much   I could get a cheaper phone with half of what I pay now but I am locked into a contract for another whole year
78802,Mary Lay,Gold high activity,US,F,03APR1998,Equipment,Wireless Phone Insurance,Network/Coverage,,Transfer to Asurion Wireless Phone Insurance,Todo esta muybien
78978,Pattye Bimrose,Gold low activity,US,F,08DEC1981,Equipment,Schedule a Payment,Miscellaneous,,Resolved: Scheduled payment,She did great  please thank her for me
79027,Marie-Christine Guittonneau,Gold high activity,FR,F,07MAY1981,Account,Information Inquiry or Update: Other,Product Range & Avail,Upgrades/Renewals,Resolved: Shared requested information,I bought a phone back in the summer. With promise that it would do what needed. But it won't. I went back before my 15 days was up. They said it just needed an up grade. Bit it will not take the one I need. I have the Nokia 900. I
